person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29,105996,RENT,13.0,HOMEIMPROVEMENT,D,25000,14.83,0,0.24,N,9
26,37000,RENT,5.0,VENTURE,D,14500,15.33,1,0.39,N,4
39,37200,RENT,1.0,EDUCATION,C,5000,15.62,1,0.13,N,15
24,98400,MORTGAGE,0.0,EDUCATION,C,8000,12.68,0,0.08,N,2
37,74000,RENT,7.0,PERSONAL,B,15000,11.71,0,0.2,N,11
24,36000,RENT,5.0,VENTURE,D,3525,14.59,0,0.1,Y,3
23,60000,RENT,2.0,MEDICAL,A,9000,6.17,0,0.15,N,2
24,145000,MORTGAGE,0.0,PERSONAL,B,7000,10.99,0,0.05,N,2
45,125004,RENT,7.0,EDUCATION,C,14000,12.61,0,0.11,N,12
51,260000,MORTGAGE,1.0,PERSONAL,A,14000,7.66,0,0.05,N,26
37,59448,RENT,6.0,DEBTCONSOLIDATION,A,12000,6.54,0,0.2,N,16
21,36000,RENT,1.0,MEDICAL,D,4500,17.27,1,0.13,N,4
34,38769,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2400,8.9,0,0.06,N,6
38,70000,MORTGAGE,16.0,EDUCATION,A,17000,6.03,0,0.24,N,13
35,86000,MORTGAGE,19.0,MEDICAL,A,20000,6.54,0,0.23,N,10
29,90000,RENT,0.0,VENTURE,B,23475,11.58,0,0.26,N,6
26,69780,RENT,3.0,PERSONAL,A,6000,9.32,0,0.09,N,3
22,33650,RENT,1.0,EDUCATION,D,6000,12.86,1,0.18,N,4
23,58000,MORTGAGE,8.0,VENTURE,C,8000,13.61,0,0.14,Y,3
24,91000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,7500,10.39,0,0.08,N,2
23,42000,RENT,7.0,VENTURE,C,15000,13.49,1,0.36,N,3
25,24000,RENT,4.0,HOMEIMPROVEMENT,B,10000,9.91,1,0.42,N,4
29,188000,RENT,0.0,HOMEIMPROVEMENT,B,25000,12.18,1,0.13,N,5
25,45000,MORTGAGE,3.0,EDUCATION,B,6000,11.83,0,0.13,N,2
43,54000,RENT,0.0,HOMEIMPROVEMENT,D,9000,15.65,1,0.17,Y,16
24,90000,RENT,3.0,HOMEIMPROVEMENT,B,15000,11.86,0,0.17,N,2
22,60200,RENT,2.0,DEBTCONSOLIDATION,A,6325,7.51,0,0.11,N,3
29,79894,MORTGAGE,7.0,VENTURE,D,20000,14.96,0,0.25,Y,10
27,59000,MORTGAGE,11.0,MEDICAL,A,4000,5.79,0,0.07,N,6
27,84000,RENT,8.0,EDUCATION,C,7200,,0,0.09,N,10
25,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,19000,13.49,0,0.17,N,4
23,51996,RENT,1.0,DEBTCONSOLIDATION,B,3000,10.37,0,0.06,N,2
22,30000,MORTGAGE,6.0,VENTURE,C,3200,13.48,0,0.11,N,4
32,63000,RENT,9.0,DEBTCONSOLIDATION,B,8000,10.74,1,0.13,N,5
40,27599,RENT,6.0,VENTURE,B,3000,10.25,0,0.11,N,17
24,24000,RENT,8.0,DEBTCONSOLIDATION,B,4750,10.62,0,0.2,N,3
29,59000,RENT,4.0,DEBTCONSOLIDATION,D,12000,16.49,1,0.2,Y,9
28,66560,RENT,4.0,PERSONAL,B,4800,10.36,0,0.07,N,5
39,91992,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3350,5.42,0,0.04,N,11
32,26400,RENT,0.0,VENTURE,A,8000,7.51,0,0.3,N,6
30,91000,MORTGAGE,7.0,EDUCATION,A,33950,7.9,0,0.37,N,7
28,54000,RENT,1.0,VENTURE,E,24000,16.45,1,0.44,Y,8
25,46000,RENT,3.0,DEBTCONSOLIDATION,A,7000,9.07,0,0.15,N,3
22,92000,RENT,6.0,VENTURE,F,20000,15.65,0,0.22,Y,2
23,94200,MORTGAGE,6.0,EDUCATION,A,18000,6.54,0,0.19,N,3
47,77533,MORTGAGE,19.0,EDUCATION,B,25000,10.99,0,0.32,N,14
27,82000,RENT,,DEBTCONSOLIDATION,B,19200,9.99,0,0.23,N,8
37,42000,RENT,3.0,PERSONAL,C,10200,13.16,0,0.24,N,14
25,70000,MORTGAGE,9.0,VENTURE,B,20000,10.59,0,0.29,N,2
23,84000,RENT,5.0,VENTURE,A,6000,6.99,0,0.07,N,3
37,72000,MORTGAGE,9.0,PERSONAL,C,1600,13.92,0,0.02,N,12
24,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5000,13.48,1,0.17,Y,2
22,41000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,7750,9.88,0,0.19,N,3
22,54996,RENT,0.0,EDUCATION,C,5000,12.54,0,0.09,Y,3
27,67200,RENT,0.0,PERSONAL,A,8000,6.03,0,0.12,N,5
23,38000,RENT,7.0,VENTURE,A,10000,7.51,0,0.26,N,4
26,60000,MORTGAGE,9.0,PERSONAL,C,7200,13.49,0,0.12,N,2
22,34560,RENT,1.0,MEDICAL,E,2100,17.04,1,0.06,N,3
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2
23,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.05,N,3
24,70000,MORTGAGE,2.0,PERSONAL,C,6000,15.23,0,0.09,Y,2
23,28800,MORTGAGE,,MEDICAL,A,10625,,0,0.37,N,2
22,119000,MORTGAGE,6.0,PERSONAL,D,35000,16.49,0,0.29,N,3
33,140000,RENT,2.0,DEBTCONSOLIDATION,C,18000,,0,0.13,N,9
30,51000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6600,6.92,0,0.13,N,9
26,42000,RENT,4.0,DEBTCONSOLIDATION,B,2250,10.38,0,0.05,N,4
25,62467,RENT,1.0,HOMEIMPROVEMENT,B,7250,10.65,0,0.12,N,4
23,55000,RENT,4.0,VENTURE,A,4500,8.49,0,0.08,N,3
32,74000,MORTGAGE,5.0,VENTURE,B,15000,11.11,0,0.2,N,9
27,60000,MORTGAGE,2.0,MEDICAL,B,4800,11.89,0,0.08,N,7
26,50200,RENT,1.0,EDUCATION,A,9000,7.66,0,0.18,N,3
24,83000,MORTGAGE,,VENTURE,B,5775,9.99,0,0.07,N,4
22,40680,RENT,2.0,EDUCATION,B,6000,11.36,1,0.15,N,4
35,55000,MORTGAGE,7.0,EDUCATION,B,1450,10.59,0,0.03,N,5
24,102000,OWN,5.0,PERSONAL,A,23800,8.9,0,0.23,N,2
22,12000,RENT,0.0,PERSONAL,C,1000,13.57,1,0.08,N,3
23,70000,OWN,0.0,VENTURE,B,3600,10.59,0,0.05,N,4
61,90000,RENT,1.0,MEDICAL,A,10000,5.79,0,0.11,N,20
27,38000,RENT,12.0,VENTURE,A,7000,7.66,0,0.18,N,6
22,45000,RENT,2.0,EDUCATION,A,10000,7.51,0,0.22,N,3
36,30000,RENT,7.0,EDUCATION,B,4000,10.74,0,0.13,N,12
24,19800,RENT,1.0,DEBTCONSOLIDATION,A,5600,5.79,1,0.28,N,3
33,41000,MORTGAGE,6.0,MEDICAL,A,9000,,0,0.22,N,9
26,33600,RENT,6.0,MEDICAL,F,1500,19.41,0,0.04,N,4
25,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8500,,0,0.15,N,2
40,172800,RENT,9.0,DEBTCONSOLIDATION,B,20000,,0,0.12,N,13
30,11440,OWN,3.0,MEDICAL,C,1750,12.73,0,0.15,Y,5
29,28800,RENT,1.0,PERSONAL,A,1400,7.9,0,0.05,N,8
24,22000,OWN,1.0,EDUCATION,D,3000,16.0,0,0.14,N,2
22,42000,RENT,6.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.14,N,2
29,57995,RENT,8.0,MEDICAL,B,5600,10.37,0,0.1,N,6
22,27264,RENT,4.0,EDUCATION,C,5000,13.11,0,0.18,Y,3
29,30000,RENT,3.0,EDUCATION,E,10000,16.82,1,0.33,N,7
24,54000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,4000,9.99,0,0.07,N,4
23,51036,MORTGAGE,7.0,EDUCATION,C,15000,13.16,0,0.29,N,4
21,25200,MORTGAGE,0.0,PERSONAL,C,6500,14.26,1,0.26,Y,2
37,88296,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,10.14,0,0.17,N,14
25,51500,OTHER,1.0,MEDICAL,D,13000,16.07,1,0.25,N,2
22,53000,RENT,2.0,VENTURE,A,9600,7.66,0,0.18,N,4
27,120000,MORTGAGE,4.0,PERSONAL,C,6000,13.79,0,0.05,N,10
23,30000,RENT,5.0,EDUCATION,A,5900,7.88,0,0.2,N,2
37,50000,RENT,1.0,DEBTCONSOLIDATION,C,15000,13.22,0,0.3,Y,15
27,20400,RENT,3.0,VENTURE,A,5500,6.91,0,0.27,N,8
24,71040,RENT,1.0,VENTURE,A,13100,7.49,0,0.18,N,2
23,60000,RENT,3.0,PERSONAL,A,12000,9.63,0,0.2,N,2
25,23000,RENT,0.0,EDUCATION,C,2100,13.48,0,0.09,Y,4
39,50000,MORTGAGE,1.0,PERSONAL,A,8000,7.68,0,0.16,N,11
35,50000,RENT,4.0,PERSONAL,C,17500,12.84,1,0.35,N,5
30,57996,RENT,2.0,DEBTCONSOLIDATION,C,8400,12.98,0,0.14,Y,8
22,40000,RENT,6.0,MEDICAL,A,5000,7.43,0,0.13,N,4
24,75000,RENT,1.0,EDUCATION,B,8400,12.69,0,0.11,N,4
30,138000,MORTGAGE,3.0,EDUCATION,E,23975,17.93,1,0.17,Y,6
27,56000,RENT,5.0,HOMEIMPROVEMENT,B,20000,12.18,1,0.36,N,10
22,69000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,15.62,1,0.14,Y,2
23,225000,RENT,8.0,DEBTCONSOLIDATION,A,7500,8.63,0,0.03,N,2
30,25800,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,5.99,0,0.23,N,6
44,49510,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4000,10.62,0,0.08,N,14
33,116000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,5000,12.99,1,0.04,N,5
31,78411,RENT,9.0,DEBTCONSOLIDATION,A,1400,,0,0.02,N,6
30,69996,OWN,14.0,VENTURE,C,6000,14.26,0,0.09,N,8
22,75000,RENT,0.0,DEBTCONSOLIDATION,A,8000,5.99,0,0.11,N,3
35,30996,RENT,18.0,EDUCATION,C,4200,14.79,0,0.14,Y,6
28,60000,MORTGAGE,5.0,MEDICAL,B,6000,10.99,0,0.1,N,6
32,20004,RENT,16.0,PERSONAL,A,3500,6.39,0,0.17,N,5
44,45000,RENT,0.0,VENTURE,B,15775,10.99,1,0.35,N,12
34,30000,OWN,0.0,MEDICAL,A,6000,7.29,0,0.2,N,9
22,30000,RENT,4.0,PERSONAL,C,4800,,1,0.16,N,3
30,111996,RENT,1.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.11,N,6
26,15600,RENT,5.0,DEBTCONSOLIDATION,A,5000,5.99,1,0.32,N,3
23,63000,RENT,7.0,EDUCATION,C,2500,14.72,0,0.04,N,2
22,32644,MORTGAGE,6.0,VENTURE,E,13750,16.45,1,0.42,Y,4
34,26000,RENT,2.0,VENTURE,B,10000,12.42,1,0.38,N,7
25,67000,RENT,2.0,VENTURE,B,3600,9.99,0,0.05,N,4
31,33000,OWN,6.0,DEBTCONSOLIDATION,D,5000,14.96,0,0.15,N,6
38,37500,RENT,0.0,VENTURE,A,1375,6.91,0,0.04,N,11
23,60000,MORTGAGE,7.0,EDUCATION,A,10000,6.03,0,0.17,N,3
25,34000,RENT,7.0,PERSONAL,D,9600,14.54,1,0.28,N,2
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2
26,67150,MORTGAGE,9.0,MEDICAL,D,15000,14.11,1,0.19,Y,4
25,85000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,7350,5.79,0,0.09,N,4
32,95000,MORTGAGE,5.0,VENTURE,B,4800,10.99,0,0.05,N,8
25,95000,RENT,3.0,DEBTCONSOLIDATION,A,7100,6.99,0,0.07,N,2
24,80000,OWN,8.0,VENTURE,A,12000,7.49,0,0.15,N,3
24,83904,MORTGAGE,8.0,DEBTCONSOLIDATION,D,16000,16.07,1,0.19,Y,4
22,22800,RENT,4.0,EDUCATION,C,5000,13.85,0,0.22,Y,2
26,51996,MORTGAGE,2.0,DEBTCONSOLIDATION,E,6500,15.68,1,0.13,N,3
24,131400,RENT,8.0,DEBTCONSOLIDATION,D,8000,15.99,1,0.06,N,2
24,75200,OWN,5.0,EDUCATION,A,6500,7.14,0,0.09,N,2
22,36000,RENT,6.0,EDUCATION,B,6000,10.75,0,0.17,N,3
31,50000,RENT,15.0,PERSONAL,A,2000,5.42,1,0.04,N,8
24,36000,RENT,5.0,VENTURE,A,4500,7.14,0,0.13,N,4
22,40000,OWN,0.0,EDUCATION,B,6000,11.48,0,0.15,N,4
27,21403,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2100,11.12,0,0.1,N,7
28,42000,OWN,4.0,PERSONAL,C,8000,15.96,0,0.19,N,7
28,40000,RENT,2.0,VENTURE,A,4200,7.51,0,0.1,N,5
24,51000,RENT,6.0,MEDICAL,B,15000,11.12,0,0.29,N,3
29,42000,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.12,N,9
25,42000,MORTGAGE,9.0,MEDICAL,A,9100,,0,0.22,N,3
25,25000,RENT,8.0,VENTURE,B,9250,10.75,1,0.37,N,3
23,33195,RENT,5.0,MEDICAL,B,1800,11.99,0,0.05,N,3
30,42000,RENT,1.0,MEDICAL,D,6000,14.46,1,0.14,N,5
29,69996,RENT,0.0,EDUCATION,B,2400,11.11,0,0.03,N,6
24,70000,MORTGAGE,2.0,PERSONAL,A,17000,7.51,0,0.24,N,4
27,56000,MORTGAGE,0.0,EDUCATION,D,25000,13.55,1,0.45,N,8
31,69000,MORTGAGE,15.0,EDUCATION,A,4050,7.51,1,0.06,N,7
29,61240,MORTGAGE,4.0,VENTURE,D,7000,,0,0.11,Y,7
34,135000,MORTGAGE,2.0,PERSONAL,A,15000,5.42,0,0.11,N,6
23,92004,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.49,0,0.09,N,4
35,50000,RENT,0.0,MEDICAL,C,4000,13.22,0,0.08,Y,5
22,20400,MORTGAGE,6.0,EDUCATION,D,6000,15.99,0,0.29,Y,4
23,65000,MORTGAGE,7.0,EDUCATION,A,9000,7.88,0,0.14,N,3
26,52500,MORTGAGE,0.0,PERSONAL,B,15250,9.63,0,0.29,N,2
26,49995,MORTGAGE,10.0,EDUCATION,B,10000,11.71,0,0.2,N,3
26,84000,MORTGAGE,5.0,EDUCATION,C,21000,13.49,0,0.25,Y,2
30,33600,MORTGAGE,12.0,HOMEIMPROVEMENT,C,3000,13.48,0,0.09,N,9
33,34320,RENT,1.0,DEBTCONSOLIDATION,D,3000,14.11,1,0.09,N,5
24,56000,RENT,2.0,EDUCATION,C,18000,13.48,1,0.32,N,3
23,46000,RENT,6.0,PERSONAL,B,18250,10.75,1,0.4,N,2
23,120000,MORTGAGE,0.0,PERSONAL,A,17000,8.94,0,0.14,N,2
22,110000,MORTGAGE,2.0,VENTURE,C,14400,14.35,0,0.13,N,3
42,224000,MORTGAGE,16.0,EDUCATION,B,25000,11.86,0,0.11,N,15
42,150000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,8.49,0,0.11,N,12
34,68000,RENT,5.0,PERSONAL,B,7200,,0,0.11,N,9
28,19200,OWN,2.0,PERSONAL,D,4700,15.31,1,0.24,Y,5
25,83004,MORTGAGE,9.0,PERSONAL,A,5000,6.76,0,0.06,N,4
22,50000,RENT,6.0,DEBTCONSOLIDATION,A,5500,7.14,0,0.11,N,3
24,46000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10075,12.42,0,0.22,N,2
32,120000,MORTGAGE,13.0,EDUCATION,B,2000,,0,0.02,N,5
26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,10000,14.59,0,0.08,Y,2
25,57000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,11200,14.46,0,0.2,Y,4
30,110400,RENT,1.0,VENTURE,D,14000,16.89,1,0.13,N,6
27,36996,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8800,11.48,0,0.24,N,6
22,66800,RENT,2.0,DEBTCONSOLIDATION,A,9300,,0,0.14,N,3
41,65000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,20000,12.21,0,0.31,N,13
26,53000,MORTGAGE,10.0,MEDICAL,C,11500,14.65,0,0.22,N,4
24,73000,RENT,8.0,HOMEIMPROVEMENT,B,19000,10.62,0,0.26,N,3
21,14400,RENT,4.0,MEDICAL,B,5500,11.48,1,0.38,N,3
27,190000,RENT,5.0,VENTURE,A,22000,6.91,0,0.12,N,8
44,80000,MORTGAGE,14.0,MEDICAL,A,10000,6.03,0,0.13,N,15
29,200004,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19000,11.83,0,0.09,N,7
24,45000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.22,N,2
23,43600,OWN,7.0,EDUCATION,C,15000,,0,0.34,N,3
22,100000,RENT,2.0,EDUCATION,C,8450,12.99,0,0.08,Y,2
39,24000,RENT,,VENTURE,C,8000,13.8,1,0.33,N,12
25,53000,MORTGAGE,9.0,VENTURE,A,10800,7.51,0,0.2,N,2
24,72000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.49,0,0.08,N,2
23,50000,RENT,4.0,VENTURE,B,18225,10.74,1,0.36,N,3
22,35000,OWN,6.0,EDUCATION,A,18500,7.49,0,0.53,N,3
24,40000,RENT,1.0,MEDICAL,C,3600,13.49,0,0.09,N,3
25,70000,MORTGAGE,4.0,VENTURE,B,6300,10.37,0,0.09,N,4
29,48000,OWN,1.0,PERSONAL,B,1850,10.74,0,0.04,N,7
34,40000,RENT,1.0,DEBTCONSOLIDATION,A,2400,9.32,0,0.06,N,7
29,74000,RENT,3.0,HOMEIMPROVEMENT,C,16000,13.11,1,0.22,Y,5
29,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,1500,6.03,0,0.03,N,9
42,69996,MORTGAGE,1.0,PERSONAL,A,10000,7.66,0,0.14,N,12
24,21640,RENT,,VENTURE,A,6000,6.62,0,0.28,N,4
22,65000,RENT,3.0,EDUCATION,B,5000,11.49,0,0.08,N,3
39,170000,MORTGAGE,16.0,MEDICAL,A,32000,7.49,0,0.19,N,13
38,94000,RENT,3.0,PERSONAL,D,5000,15.33,0,0.05,Y,16
25,75000,MORTGAGE,9.0,VENTURE,B,20000,10.62,0,0.27,N,3
31,39000,RENT,15.0,DEBTCONSOLIDATION,C,5200,13.48,0,0.13,N,9
31,10800,RENT,4.0,MEDICAL,C,2000,14.72,1,0.19,Y,6
22,39000,RENT,1.0,VENTURE,D,7500,,1,0.19,Y,4
40,24000,RENT,3.0,PERSONAL,C,2700,14.27,0,0.11,Y,11
29,72000,RENT,1.0,VENTURE,B,6000,9.63,0,0.08,N,5
23,63500,RENT,0.0,EDUCATION,C,4000,,0,0.06,N,4
25,120000,MORTGAGE,9.0,PERSONAL,B,10000,10.37,0,0.08,N,3
30,92000,MORTGAGE,9.0,VENTURE,A,5000,,0,0.05,N,10
27,56500,RENT,2.0,HOMEIMPROVEMENT,D,14000,13.87,1,0.25,N,8
38,65000,OWN,3.0,PERSONAL,B,8000,10.62,0,0.12,N,14
25,37315,RENT,1.0,DEBTCONSOLIDATION,A,2000,6.39,0,0.05,N,4
23,54096,RENT,2.0,PERSONAL,B,4900,,0,0.09,N,2
26,66000,RENT,2.0,PERSONAL,D,15000,16.02,1,0.23,N,2
23,45600,OWN,7.0,MEDICAL,B,1000,9.62,0,0.02,N,4
26,152000,MORTGAGE,3.0,MEDICAL,A,17500,8.49,0,0.12,N,2
22,120000,MORTGAGE,0.0,EDUCATION,D,16800,15.62,0,0.14,N,4
22,82000,RENT,2.0,EDUCATION,B,1600,11.89,0,0.02,N,2
24,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,,0,0.24,N,3
31,24000,RENT,0.0,EDUCATION,A,5000,7.51,0,0.21,N,8
28,58000,MORTGAGE,3.0,VENTURE,A,4000,7.14,0,0.07,N,9
23,103000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,16750,,1,0.16,N,2
22,60000,MORTGAGE,3.0,VENTURE,A,10000,8.0,0,0.17,N,4
29,64402,RENT,1.0,DEBTCONSOLIDATION,A,13500,7.49,0,0.21,N,8
22,35325,RENT,2.0,HOMEIMPROVEMENT,D,6500,15.95,1,0.18,N,2
30,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4125,5.99,0,0.07,N,5
24,50000,MORTGAGE,2.0,EDUCATION,D,25000,15.58,0,0.5,Y,3
29,80400,MORTGAGE,13.0,MEDICAL,A,8000,7.14,0,0.1,N,7
29,49000,RENT,2.0,DEBTCONSOLIDATION,D,12000,15.37,1,0.24,N,7
36,62000,RENT,3.0,DEBTCONSOLIDATION,B,8000,11.12,0,0.13,N,13
35,102000,RENT,3.0,HOMEIMPROVEMENT,C,20000,13.85,0,0.2,N,10
25,44400,MORTGAGE,9.0,VENTURE,C,6000,12.99,1,0.14,N,4
24,36000,OWN,5.0,PERSONAL,B,8000,10.65,0,0.22,N,2
22,21040,RENT,,EDUCATION,B,8450,11.71,1,0.4,N,4
26,81000,RENT,10.0,VENTURE,E,21000,16.95,1,0.26,N,2
24,113676,MORTGAGE,8.0,EDUCATION,A,7200,6.99,0,0.06,N,2
26,135000,MORTGAGE,6.0,EDUCATION,D,15000,15.33,0,0.11,Y,2
24,38400,MORTGAGE,7.0,MEDICAL,C,15000,15.23,0,0.39,N,2
23,30000,RENT,0.0,EDUCATION,B,4275,11.86,0,0.14,N,4
28,84000,OWN,12.0,VENTURE,D,25000,15.62,0,0.3,Y,5
29,85500,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9500,,0,0.11,N,9
24,21648,RENT,8.0,EDUCATION,A,5000,6.99,0,0.23,N,3
25,109000,MORTGAGE,5.0,PERSONAL,B,15000,10.25,0,0.14,N,2
22,55000,MORTGAGE,2.0,MEDICAL,C,4800,12.98,0,0.09,N,4
23,65000,MORTGAGE,4.0,EDUCATION,D,13600,15.62,0,0.21,N,3
23,50004,MORTGAGE,7.0,EDUCATION,A,2700,5.99,0,0.05,N,2
33,24000,RENT,6.0,DEBTCONSOLIDATION,A,10000,8.9,1,0.42,N,5
49,150000,MORTGAGE,0.0,EDUCATION,E,20000,16.95,0,0.13,N,16
45,126000,MORTGAGE,5.0,VENTURE,B,6000,10.65,0,0.05,N,12
30,210000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.11,N,6
31,72000,MORTGAGE,15.0,MEDICAL,A,1900,7.51,0,0.03,N,6
26,31200,RENT,10.0,DEBTCONSOLIDATION,C,6000,15.23,0,0.19,N,3
24,100860,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,5.99,0,0.06,N,4
37,138000,MORTGAGE,19.0,EDUCATION,D,4000,15.62,0,0.03,N,12
28,60000,OWN,12.0,EDUCATION,D,7000,15.99,0,0.12,N,7
23,50000,RENT,0.0,EDUCATION,A,3000,6.91,0,0.06,N,2
34,34000,RENT,0.0,PERSONAL,A,8000,7.9,0,0.24,N,7
44,50000,OWN,6.0,VENTURE,C,8500,,0,0.17,N,15
44,62400,RENT,,PERSONAL,E,10000,16.82,1,0.16,N,15
26,95000,MORTGAGE,1.0,VENTURE,B,15000,10.37,0,0.16,N,4
24,115000,RENT,1.0,HOMEIMPROVEMENT,A,5000,8.9,0,0.04,N,3
24,38450,MORTGAGE,6.0,PERSONAL,A,5500,7.49,0,0.14,N,4
23,19200,RENT,0.0,PERSONAL,B,3000,9.99,1,0.16,N,3
24,39000,RENT,5.0,MEDICAL,D,20000,14.74,1,0.51,N,2
21,57200,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,6.03,0,0.14,N,2
26,50400,RENT,10.0,HOMEIMPROVEMENT,B,15000,10.75,0,0.3,N,2
26,70000,RENT,3.0,PERSONAL,D,5000,,0,0.07,Y,3
32,20000,RENT,3.0,VENTURE,B,4750,10.37,0,0.24,N,7
27,128000,MORTGAGE,11.0,VENTURE,B,32000,11.11,0,0.25,N,7
30,60000,MORTGAGE,,DEBTCONSOLIDATION,C,6000,12.73,0,0.1,Y,6
32,46000,RENT,0.0,HOMEIMPROVEMENT,D,3000,16.29,1,0.07,N,9
26,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,7.51,0,0.09,N,2
22,84000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7200,5.79,0,0.09,N,2
23,34000,OWN,7.0,EDUCATION,A,10950,7.29,0,0.32,N,2
34,44400,RENT,0.0,EDUCATION,D,4500,16.02,1,0.1,N,9
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4
29,90000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,15000,11.11,0,0.17,N,9
25,12732,RENT,,HOMEIMPROVEMENT,C,1550,15.27,1,0.12,N,2
36,44000,RENT,2.0,MEDICAL,C,5000,13.22,1,0.11,Y,13
24,33048,RENT,6.0,EDUCATION,C,10600,11.97,1,0.32,Y,3
33,115000,MORTGAGE,6.0,MEDICAL,C,10500,13.49,0,0.09,N,9
53,80000,OWN,8.0,PERSONAL,A,15000,6.62,0,0.19,N,24
33,35000,RENT,5.0,MEDICAL,B,11200,10.36,1,0.32,N,9
22,39996,RENT,2.0,EDUCATION,C,4500,13.43,0,0.11,N,4
39,90000,MORTGAGE,15.0,VENTURE,A,10500,7.66,0,0.12,N,12
31,97000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,7.66,0,0.12,N,6
25,35000,RENT,4.0,EDUCATION,A,4000,7.51,0,0.11,N,3
24,62677,MORTGAGE,2.0,MEDICAL,B,6000,10.2,0,0.1,N,2
23,19000,RENT,2.0,EDUCATION,C,6000,10.59,1,0.32,N,2
22,54000,RENT,6.0,DEBTCONSOLIDATION,D,5000,17.27,1,0.09,Y,2
33,65000,MORTGAGE,1.0,MEDICAL,B,15000,11.99,0,0.23,N,10
22,60000,RENT,6.0,MEDICAL,C,15000,13.35,0,0.25,Y,3
38,80000,RENT,0.0,EDUCATION,B,1500,11.49,0,0.02,N,16
33,70000,OWN,17.0,VENTURE,A,24000,7.49,0,0.34,N,6
32,33280,MORTGAGE,6.0,HOMEIMPROVEMENT,B,2400,10.59,0,0.07,N,10
28,40000,RENT,3.0,MEDICAL,B,8000,10.95,0,0.2,N,6
28,39000,RENT,2.0,EDUCATION,B,10400,10.37,0,0.27,N,10
42,60000,MORTGAGE,1.0,MEDICAL,A,8000,5.42,0,0.13,N,13
25,125000,RENT,9.0,VENTURE,D,6500,14.61,0,0.05,N,3
30,34000,MORTGAGE,14.0,VENTURE,D,6000,14.96,1,0.18,Y,6
22,24996,RENT,4.0,PERSONAL,B,12000,9.63,1,0.48,N,3
34,67392,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,13.85,1,0.22,Y,8
25,64000,RENT,0.0,HOMEIMPROVEMENT,E,20000,,1,0.31,N,4
23,130000,MORTGAGE,2.0,PERSONAL,B,10000,11.36,0,0.08,N,3
28,71007,MORTGAGE,4.0,EDUCATION,F,25000,18.62,0,0.35,N,7
23,39600,MORTGAGE,8.0,MEDICAL,A,8250,9.32,0,0.21,N,3
57,53000,MORTGAGE,1.0,PERSONAL,C,5800,13.16,0,0.11,Y,30
24,81996,RENT,1.0,DEBTCONSOLIDATION,C,4000,12.53,0,0.05,N,4
